X,Y,osm_id,osm_type,completeness,#loc+amenity,#meta+healthcare,#loc +name,#meta +operator,#geo+bounds+url,#meta +speciality,#meta +operator_type,#contact +phone,#status+operational_status,#access +hours,#capacity +beds,#capacity +staff,#meta +health_amenity_type,#meta+dispensing,#meta+wheelchair,#meta+emergency,#meta+insurance,#meta+water_source,#meta+electricity,#meta+is_in_health_area,#meta+is_in_health_zone,#contact +url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,#meta +id
115.9369139,-32.06369491,2564341739,node,6.25,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,128148464,2,2022/10/27 22:02:01+00,861b256969c2435fbc2255065cdbd9da
115.9369228,-32.03241088,2943517159,node,9.375,dentist,,Lynwood Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,23564439,1,2014/07/02 13:40:10+00,674c6351564c4fb090fcc3b1d5b9a7ad
115.9381583,-32.10634723,1226177786,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,139440718,4,2023/08/04 12:55:24+00,59f19addbc704ee382995e4642bdae7f
115.9387629,-32.10613198,3306921653,node,9.375,doctors,,Southern River Family Practice,,,,,,,,,,,,,,,,,,,,,,,,139440718,3,2023/08/04 12:55:24+00,34b08f3155d34689ad2862d61e627dd0
115.9390642,-31.94252905,9572088610,node,15.625,dentist,dentist,Epsom Dental Care,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,,,,118386109,1,2022/03/12 04:01:46+00,b7e390b6532f4cfc8b573b734061c8b8
115.9398924,-31.94629068,3903889676,node,12.5,doctors,,GP After Hours,,,,,,,,,,,,,no,,,,,,,,,,,36106461,2,2015/12/22 14:18:11+00,23771b5834694ccd9d8d9b683a0809e0
115.940073,-32.10834597,9577029322,node,15.625,clinic,clinic,Southern River Medical Centre,,,,,,,Mo-Fr 08:30-17:30; Sa 08:30-12:00,,,,,,,,,,,,,,,,,118455479,1,2022/03/14 06:25:00+00,964209656f194c078d561b05fe3d7ae5
115.9405764,-32.09009044,4004143019,node,9.375,clinic,,The Vale Specialist Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,37187030,1,2016/02/13 13:46:56+00,70a2743d4d614b2abde868c76a5e61f0
115.9410069,-32.08746221,6943616891,node,18.75,,physiotherapist,Physiotherapy West,,,,,,,,,,,,,,,,,,,,246,Amherst Road,6155,,76560741,1,2019/11/03 19:36:40+00,27c892f8bcd84655990cbe13abc83d60
115.9413059,-32.09043385,2133553147,node,15.625,pharmacy,pharmacy,Guardian Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,140131865,3,2023/08/20 13:02:31+00,f161362e9fc4491fbc79834dcf089a81
115.9426604,-32.08913901,2153200239,node,21.875,doctors,,Amherst Road Medical Centre,,,,,,,,,,,,,,,,,,,,288,Amherst Road,6155,Canning Vale,15302538,2,2013/03/09 13:55:24+00,8216fbc564594f219c75112ab280d7c2
115.9452763,-31.96265475,6246080328,node,9.375,,laboratory,Western Diagnostic,,,,,,,,,,,,,,,,,,,,,,,,66760028,1,2019/01/30 06:22:46+00,ae788164361e499b96969d8a2c5b0d08
115.9455151,-31.96284083,6246080325,node,15.625,pharmacy,pharmacy,Guardian,,,,,,,,,,,yes,,,,,,,,,,,,,66760028,1,2019/01/30 06:22:46+00,9b8a9e97889e4fbdba0f455c01100d7e
115.9473499,-31.90393675,5317836222,node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,55120550,1,2018/01/03 06:53:21+00,2a4144100d8741aea1344e32e0966789
115.9484976,-32.02586394,11541791181,node,12.5,doctors,doctor,Cannington Family Doctors and Skin Clinic,,,,,,,,,,,,,,,,,,,,,,,,146573854,1,2024/01/23 00:37:30+00,e18f896dfc8d4655a81a6388655bb6fb
115.9526227,-32.04540098,1564597730,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,114151244,3,2021/11/23 18:10:30+00,8c9665e39a1d46f0bc3c763ab8b3808c
115.9675881,-32.08179663,697352043,node,12.5,pharmacy,pharmacy,Huntingdale Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,113172145,2,2021/10/30 19:27:11+00,26d070518f784742ae1691e3eb513adc
115.9687881,-31.83086894,10935534139,node,15.625,pharmacy,pharmacy,7 Day Pharmacy,,,,,,,Mo-Fr 08:00-19:30; Sa 08:00-17:30; Su 11:00-17:30,,,,,,,,,,,,,,,,,144162847,2,2023/11/18 06:08:11+00,4a06f8a74818422aa5187d414b6ce09e
115.9695581,-31.83215606,10938716689,node,21.875,dentist,dentist,Brabham Smiles,,,,,,,Mo-Fr 09:00-17:00; Sa 09:00-12:00,,,,,,,,,,,,,2,Marvel Entrance,,,144162847,2,2023/11/18 06:08:11+00,75558002884d45668b71b82e777dc761
115.9708654,-32.06715496,253277559,node,12.5,pharmacy,pharmacy,Caring Pharmacy Huntingdale,,,,,,,,,,,,,,,,,,,,,,,,113172161,4,2021/10/30 19:27:48+00,9f27b4a085f34deca05e82c4e6bbb21c
115.9709619,-32.06701255,1872452735,node,9.375,doctors,,Spencer Road Family Practice,,,,,,,,,,,,,,,,,,,,,,,,12781448,1,2012/08/19 09:54:50+00,69bd80f864dc495bbecdb9f402b0c125
115.9710078,-31.94123505,6290629388,node,9.375,pharmacy,,Amcal+ express,,,,,,,,,,,,,,,,,,,,,,,,67380323,1,2019/02/20 07:11:35+00,d5e5345ee22b496fb0b67ac30fa464e5
115.9737283,-31.79167625,778166581,node,15.625,pharmacy,pharmacy,Terry White Chemist,,,,,,,,,,,yes,,,,,,,,,,,,,113171226,4,2021/10/30 18:48:11+00,921b37429ea24fe0bf205f9a26c5144c
115.9801684,-32.0491031,11545401120,node,21.875,dentist,dentist,Go Dental Surgery,,,,,,,Mo 09:00-17:00;Tu 09:00-19:00;We 09:00-17:00;Th 09:00-19:00;Fr 09:00-17:00;Sa 08:30-15:00,,,,,,,,,,,,,1862,Albany Highway,,,146616742,1,2024/01/24 07:33:18+00,a554ba76f48642d08c1b90c4ce5b60c7
115.9804772,-31.79484871,3527590749,node,9.375,dentist,,DB Dental,,,,,,,,,,,,,,,,,,,,,,,,31274392,1,2015/05/19 06:28:13+00,192b506eb3d64004bf57b9220d38b481
115.984144,-33.78608121,5947768777,node,15.625,pharmacy,pharmacy,Balingup Pharmacy,,,,,,,"Mo-Sa 08:30-17:00,09:00-18:00; Su 10:00-17:00",,,,,,,,,,,,,,,,,108954033,4,2021/07/31 18:50:00+00,fe8d01b9d3354b1a998ccd034d8ef5c0
115.9844802,-33.7868914,354758852,node,9.375,,alternative,Tinderbox,,,,,,,,,,,,,,,,,,,,,,,,63346310,3,2018/10/09 13:21:02+00,f6be628768f14002819baf09a878b8d6
115.984664,-33.78389881,6435517435,node,12.5,doctors,doctor,Balingup Doctors Surgery,,,,,,,,,,,,,,,,,,,,,,,,131982657,3,2023/02/02 00:19:55+00,3e452ed5dcd748d49f435eab3c461b29
115.9882431,-31.77695352,4703398370,node,9.375,clinic,clinic,,,,,,,,,,,,,,,,,,,,,,,,,100339855,3,2021/03/03 10:11:13+00,2eec63fbcf8d48d2864ae9da9b35fb4b
115.9887886,-32.08019577,2486159657,node,9.375,clinic,,Tandara Medical Group,,,,,,,,,,,,,,,,,,,,,,,,18226293,1,2013/10/07 09:44:17+00,973610ac3e404a15baf2634e63ed37fe
116.0021248,-31.89031013,9139246940,node,25,clinic,vaccination_centre,Midland COVID-19 Vaccination Community Clinic,,,vaccination,,,,,,,,,,,,,,,,,307,Great Eastern Highway,6056,,116045609,2,2022/01/12 00:20:58+00,da67c28e4efe4a7784afc8b8c9cbbfbc
116.0022648,-31.88996974,9274044200,node,12.5,clinic,vaccination_centre,Midland COVID Vaccination Clinic,,,,,,,,,,,,,,,,,,,,,,,,114085261,1,2021/11/22 07:34:19+00,d2a889df27444f268e9838bb14d0201d
116.0050791,-31.93496472,5869791805,node,28.125,pharmacy,pharmacy,Friendlies Pharmacy,Friendlies Pharmacy,,,,,,,,,,yes,,,,,,,,,530,Kalamunda Road,6057,,62157800,1,2018/08/31 02:05:54+00,d529435039924a92891324ab7ef3dfa2
116.0055849,-32.2214642,11266199245,node,34.375,Podiatrist,hospital,Revive Podiatry Byford,Revive Podiatry Byford,,podiatry,private,,,Mon: 09:00-17:00 Tue: 10:00-18:00 Wed: 09:00-17:00 Thu: CLOSED Fri: 09:00-12:30 Sat: CLOSED Sun: CLOSED,,,,,,,,,,,,,17/30,Abernethy Road,6122,,143713337,4,2023/11/06 23:15:35+00,b5212b358348409c9991906c4421448f
116.0055849,-32.2214642,11266199245,node,34.375,Podiatrist,hospital,Revive Podiatry Byford,Revive Podiatry Byford,,podiatry,private,,,Mon: 09:00-17:00 Tue: 10:00-18:00 Wed: 09:00-17:00 Thu: CLOSED Fri: 09:00-12:30 Sat: CLOSED Sun: CLOSED,,,,,,,,,,,,,17/30,Abernethy Road,6122,,143713337,4,2023/11/06 23:15:35+00,b5212b358348409c9991906c4421448f
116.0057536,-31.89410822,2154034465,node,12.5,doctors,doctor,GP Superclinic,,,,,,,,,,,,,,,,,,,,,,,,106064358,4,2021/06/09 03:39:26+00,f9628713c85e4e95b8eb566b9373e30a
116.0073219,-30.63854866,7655886825,node,25,,alternative,Moora Chiropractic Clinic,,,chiropractic;acupuncture,,,,"Mo 10:00-13:00, 14:00-17:00; Tu 09:00-12:00, 14:00-17:00; We 08:00-11:00, 13:00-15:00; Tu 09:00-12:0, 14:00-18:00; Fr 09:00-13:00; Sa 09:00-12:00",,,,,,,,,,,,,66,Padbury Street,6510,,87198909,2,2020/06/26 13:48:38+00,f1da62ccc0884d76b7acc58d2813ac2e
116.0082366,-32.21879364,1996942899,node,12.5,pharmacy,pharmacy,,,,,,,,,,,,yes,,,,,,,,,,,,,113171991,2,2021/10/30 19:19:59+00,11eb932bae88455aaafbf6cde21c1709
116.0082794,-32.21612501,1996946070,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,113172006,2,2021/10/30 19:20:42+00,334b85c31acc4abf8b413ff209e346f9
116.0148202,-32.15433664,8926800465,node,15.625,pharmacy,pharmacy,Chemist Warehouse,,,,,,,,,,,yes,,,,,,,,,,,,,108123429,1,2021/07/16 14:20:15+00,0ba6ecdadc394c3cb2c6f0aa03933e79
116.0196682,-32.13313378,534705274,node,9.375,hospital,,Armadale Kelmscott District Hospital,,,,,,,,,,,,,,,,,,,,,,,,140537892,3,2023/08/29 11:55:58+00,47f56820fec64e2e8a0d3e4c46a57f7d
116.026261,-31.91434867,1301475803,node,12.5,doctors,doctor,Helena Estate Medical Center,,,,,,,,,,,,,,,,,,,,,,,,54540884,2,2017/12/11 14:00:31+00,51a8fa4437ab4279923b9f5c3b8798be
116.028994,-31.91554326,1301475805,node,12.5,pharmacy,pharmacy,Helena Estate Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,116542022,3,2022/01/24 13:39:16+00,01c3b2d8f69941c1a2005536c6c35c6e
116.0415003,-31.90620414,5289591287,node,12.5,clinic,clinic,Koongamia Child Health Centre,,,,,,,,,,,,,,,,,,,,,,,,54701653,1,2017/12/17 12:16:15+00,a45761131dac4ed1845d1cab8798497b
116.0476739,-31.92171812,948116717,node,12.5,pharmacy,pharmacy,Helena Valley Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,112699300,3,2021/10/19 13:47:34+00,c0625d4a932e44889a900a06402bc83c
116.05245,-31.99945474,1260474059,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,71039551,2,2019/06/07 22:08:40+00,9812465c0d364527a122c53b2123f7e0
116.0563899,-31.97099558,1994991526,node,25,pharmacy,pharmacy,Kalamunda Pharmacy,,,,,,,,,,,yes,,,,,,,,,6,Canning Road,6076,,90123016,2,2020/08/29 15:28:53+00,a3572830284a4736ac53731d5ac40699
116.0646785,-31.98430621,1994975948,node,15.625,pharmacy,pharmacy,Nightinggales Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,112699283,3,2021/10/19 13:47:10+00,c1c8813697e54e5ba550a425a51f5296
116.0788576,-31.91814316,9903106633,node,9.375,dentist,dentist,,,,,,,,,,,,,,,,,,,,,,,,,123916274,1,2022/07/22 02:05:56+00,9cbe819370fa4a078632d2c661ac7d77
116.1341687,-31.98617127,9967064505,node,12.5,hospital,hospital,How it should have been from the start!,,,,,,,,,,,,,,,,,,,,,,,,129066463,2,2022/11/18 02:56:38+00,cb0c77f3987145f88408a701aa69f599
116.138751,-33.95829495,5263688773,node,12.5,,alternative,Fetter Chiropractic,,,chiropractic,,,,,,,,,,,,,,,,,,,,,76395603,3,2019/10/30 13:32:04+00,7645ef4c7ce3497ea099de1f4f5b2380
116.1433369,-34.24258413,3679676581,node,21.875,dentist,,Ipsen Street Dental Clinic,,,,,,,,,,,,,,,,,,,,20,Bath Street,6258,Manjimup,66148938,3,2019/01/09 04:40:57+00,b0ca76db9cae4f07b1f909e6774f33ba
116.1436219,-34.24038975,3751665790,node,21.875,doctors,,Southern Forests Medical Centre,,,,,,,,,,,,,,,,,,,,19,Brockman Street,6258,Manjimup,66149489,2,2019/01/09 05:14:20+00,09398ab1df5d4f5dbc4319ba91bf5301
116.1450291,-34.24139918,3691432573,node,25,pharmacy,pharmacy,Ambassador's Pharmacy,,,,,,,,,,,,,,,,,,,,32a,Rose Street,6258,Manjimup,108954787,4,2021/07/31 19:17:51+00,5741e61b1c4c4414aa18ff3861516035
116.1451684,-34.24157973,3679982613,node,21.875,doctors,,Manjimup Medical Centre,,,,,,,,,,,,,,,,,,,,34,Rose Street,6258,Manjimup,66149017,4,2019/01/09 04:45:25+00,96f4f85599b2493ca748c392718f2ae8
116.1453595,-34.24159096,6489887320,node,12.5,clinic,clinic,Manjimup Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,70501215,1,2019/05/22 05:56:26+00,64ee978afd8d4577ae3ba570275c2f2e
116.1461496,-34.24149071,3691432575,node,25,pharmacy,pharmacy,Chemmart Pharmacy,,,,,,,,,,,,,,,,,,,,45,Giblett Street,6258,Manjimup,108954295,4,2021/07/31 18:58:54+00,dbfcf18188ea44c08e9ac9a56225ade2
116.1486196,-34.23959917,6670079223,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,108953910,2,2021/07/31 18:43:48+00,93dc22499793484b9731d7272fcb2b79
116.1489063,-34.23942332,5332243670,node,31.25,doctors,doctor,Manjimup General Practice,,,general;gynaecology;paediatrics;cardiology;orthopaedics;psychiatry;urology,,,,Mo-Fr 08:30-17:30,,,,,,,,,,,,,93-101,Mottram Street,6258,Manjimup,143017945,2,2023/10/23 13:06:54+00,ab0acf84b0384613bf8e090806388371
116.1489063,-34.23942332,5332243670,node,31.25,doctors,doctor,Manjimup General Practice,,,general;gynaecology;paediatrics;cardiology;orthopaedics;psychiatry;urology,,,,Mo-Fr 08:30-17:30,,,,,,,,,,,,,93-101,Mottram Street,6258,Manjimup,143017945,2,2023/10/23 13:06:54+00,ab0acf84b0384613bf8e090806388371
116.1546724,-33.35870138,440147880,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,108954835,2,2021/07/31 19:19:32+00,ce51535f9a7c4a5a999fbe3e19f7946e
116.1657511,-31.90069732,567375140,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,112699260,2,2021/10/19 13:46:37+00,3ff671f5cbb1413eb19b9c26b7488339
116.3041447,-33.44626745,1815193389,node,12.5,hospital,,First Aid Muja Power Station,,,,,,,,,,,,,no,,,,,,,,,,,35584892,4,2015/11/26 06:08:00+00,d8359d9f3223483a9fccdc8facc2591e
116.3270046,-21.63926442,622793727,node,9.375,hospital,,Pannawonica Medical Center,,,,,,,,,,,,,,,,,,,,,,,,6806511,2,2010/12/30 08:28:55+00,d1931f77d8e04b1685317fb944a798e9
116.388985,-33.83307452,5977601658,node,15.625,pharmacy,pharmacy,Boyup Brook Pharmacy,,,,,,,Mo-Fr 09:00-17:30; Sa 09:00-12:00,,,,,,,,,,,,,,,,,108953943,2,2021/07/31 18:45:26+00,1541276968a248aa9eb738906612da75
116.3916182,-33.83872937,1477499686,node,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,18743938,2,2013/11/06 09:43:29+00,9b9f7346e34b4b0995ab33cdf5ddab3b
116.468042,-31.54985264,1231985451,node,12.5,pharmacy,pharmacy,Chemmart,,,,,,,,,,,,,,,,,,,,,,,,131628917,4,2023/01/24 00:23:25+00,1380ded5f3ad46d98212de4ffbf95e5f
116.6623794,-30.27749156,6512866586,node,21.875,pharmacy,pharmacy,Dalvallinu Pharmacy,,,,,,,,,,,,,,,,,,,,25,Johnston Street,6609,,129950179,4,2022/12/11 01:15:33+00,41c13eb3dd4c418ca6e4e20f8c68b972
116.6707108,-31.65744828,3925407701,node,9.375,hospital,,Old Northam Hospital (abandoned),,,,,,,,,,,,,,,,,,,,,,,,131399553,2,2023/01/17 23:29:23+00,b77f67b2cc9544dbb8ec712b8cac6715
116.7307924,-34.97641137,5376923830,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,130669804,4,2022/12/30 03:40:27+00,a059e6804ce945b8bb94a7bdbe33b90b
116.7682605,-31.88938736,4748321859,node,12.5,pharmacy,pharmacy,York Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,108954179,2,2021/07/31 18:55:00+00,52fc16aded0c4d4daa7b6f43372635e0
116.9267101,-32.10822058,9574204293,node,9.375,pharmacy,,Beverley Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,130886707,3,2023/01/05 00:15:07+00,eb6b6d37b5ce4ae39e906df6153ec2e0
117.0842723,-32.53428982,9574185659,node,9.375,pharmacy,,Pingelly Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,118417863,1,2022/03/13 04:07:24+00,485f77a3c8e4420c80932be5f7283267
117.2402007,-31.64948053,3441478360,node,28.125,hospital,hospital,Cunderdin Health Centre,,,,,,,,,,,,,yes,,,,,,,55,Lundy Avenue,6407,Cunderdin,143137999,4,2023/10/25 23:32:45+00,52521a0801d2410ebe68816fc917a8ac
117.240485,-31.64929101,3441478360,node,28.125,hospital,hospital,Cunderdin Health Centre,,,,,,,,,,,,,yes,,,,,,,55,Lundy Avenue,6407,Cunderdin,143137999,4,2023/10/25 23:32:45+00,52521a0801d2410ebe68816fc917a8ac
117.3436366,-33.30903324,6965469489,node,12.5,pharmacy,pharmacy,Wagin Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,107224939,2,2021/06/30 19:16:55+00,39ffa61a9568430b9cc4c453b59c8454
117.5568611,-33.68963953,2610931668,node,12.5,pharmacy,pharmacy,,,,,,,,,,,,yes,,,,,,,,,,,,,76839082,2,2019/11/09 08:52:42+00,1ed86b951d2940638373340c7fefed86
117.6709893,-23.19991687,7690283952,node,12.5,dentist,dentist,Pilbara Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,144162847,2,2023/11/18 06:08:11+00,d16bb15c53c14ed6902985fdc30f6044
117.6709893,-23.19991687,7690283952,node,12.5,dentist,dentist,Pilbara Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,144162847,2,2023/11/18 06:08:11+00,d16bb15c53c14ed6902985fdc30f6044
117.7960887,-22.69402023,471432900,node,12.5,pharmacy,pharmacy,Tom Price Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,107222849,5,2021/06/30 18:17:17+00,d68df9f18fe64e8781e294d3c469a1ad
117.8725905,-35.00886836,1838523869,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,107225055,4,2021/06/30 19:20:01+00,3edfb6e978a045ce93cd2deb139f82ef
117.8771671,-34.99070771,1687117155,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,108953685,3,2021/07/31 18:37:00+00,2c714b047a8f4affacc3ff62caf8049a
117.8825903,-35.02035551,1682324002,node,12.5,pharmacy,pharmacy,hacienda pharmacy,,,,,,,,,,,,,,,,,,,,,,,,138657581,4,2023/07/18 09:17:01+00,d63284a5cada4214b2263f9a03c3a783
117.883636,-35.0222582,6971308781,node,18.75,pharmacy,pharmacy,Amcal,,,,,,,Mo-Su 08:30-21:00,,,,yes,,,,,,,,,,,,,138657581,4,2023/07/18 09:40:41+00,80d33fae3b2e4d8abe63f62e82c475d5
117.8849405,-35.01928036,1681270572,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,107225012,2,2021/06/30 19:19:14+00,dc1abe09523841bc859cf9b612cb80c4
117.8854557,-35.02507503,11454090238,node,12.5,,alternative,Albany Chiropractic,,,chiropractic,,,,,,,,,,,,,,,,,,,,,145597095,2,2023/12/28 00:04:49+00,2b130ea9f36c43a8a8ff2aaa3c60e577
117.8854939,-35.02533562,11454090239,node,12.5,,alternative,Windrose Chiropractic Clinic,,,chiropractic,,,,,,,,,,,,,,,,,,,,,145515303,1,2023/12/26 00:46:51+00,e56353d0491544a28ff83e23fc339fa3
117.8864618,-35.02761265,6449159202,node,15.625,dentist,dentist,The Denture Man,,Mapillary,,,,,,,,,,,,,,,,,,,,,,69897799,1,2019/05/05 08:44:08+00,51aa8d8361e5400eb76c8e86f8b6e83c
117.8866954,-35.02518986,11454090237,node,12.5,dentist,dentist,Rainbird Dental Care,,,,,,,,,,,,,,,,,,,,,,,,145553784,2,2023/12/27 00:47:29+00,41847a3da0634034863f060806c494f9
117.8986711,-35.00767855,1679317066,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,85701472,2,2020/05/25 04:25:32+00,af466553f21a437dbf319c15b96857ff
117.9026206,-35.00325601,902766181,node,12.5,hospital,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,115629793,7,2022/01/01 09:19:57+00,266645b969aa45b4a6aeabf7ac2ae906
117.9226997,-31.10962704,4479250147,node,12.5,hospital,,Kununoppin Hospital,WA State Government,,,,,,,,,,,,,,,,,,,,,,,131409321,2,2023/01/18 07:39:55+00,90f92017a909414496fb063ef52ce5a3
118.0075358,-33.93646932,4749174055,node,12.5,pharmacy,pharmacy,Gnowangerup Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,132197940,3,2023/02/07 10:25:41+00,c63fde70bbbd45efabe4bda64fd71ab3
118.2073579,-30.91604053,264138355,node,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,129839798,3,2022/12/08 00:00:56+00,40a1c9dc27e746f98af351e54af3e077
119.3377848,-31.23079625,1582113967,node,12.5,hospital,,Hospital,,,,,,,,,,,,,no,,,,,,,,,,,10328124,1,2012/01/08 05:08:24+00,663a17448c0d45bb8c21410299fed6d8
119.3780055,-34.39710804,1411297307,node,25,doctors,doctor,Bremer Bay Health Centre,,,,,,,,,,,,yes,,,,,,,,29,John Street,6338,,83465878,4,2020/04/13 09:39:16+00,e5db98b78c8e4f789902c52d41ed548f
119.3790584,-34.39234401,6968287814,node,12.5,pharmacy,pharmacy,Bremer Bay Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,130803366,5,2023/01/02 20:56:55+00,77b7b4ddbc7547c8876ef32d9d496272
120.0450278,-33.58455846,4535605993,node,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,132395859,2,2023/02/11 09:40:42+00,609b651dee274182bd7ad238bb55ac20
120.1088301,-21.88691605,9731367207,node,21.875,,clinic,Nullagine Health Clinic,,,general,,,,,,,,,,,,,,,,,10,Cooke Street,6758,,120816709,1,2022/05/11 02:59:40+00,93010f176b4f43c5b8de62e16b1f288d
120.1260759,-33.95026702,2428758442,node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,132426827,3,2023/02/11 23:36:17+00,ab6f40876b6c469a83b41e9bfa5df174
120.1269772,-33.94786854,2428758437,node,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,132426827,2,2023/02/11 23:36:17+00,e00be3acd85a40fbbd60a8fc35e6a091
121.1642994,-30.95981318,1123244622,node,9.375,hospital,,Coolgardie Medical centre,,,,,,,,,,,,,,,,,,,,,,,,129782846,3,2022/12/06 12:57:59+00,b61f2332f8284d2aa7191d8e9f024a22
121.4602328,-30.78261463,5269877273,node,15.625,,doctor,Royal Flying Doctor Service,Royal Flying Doctor Service of Australia,,clinic,,,,,,,,,,,,,,,,,,,,,54429925,1,2017/12/07 12:24:06+00,cb2ac1de534448e1b5012e0cc64c4c77
121.4738327,-30.74591606,4235061787,node,12.5,pharmacy,pharmacy,Kalgoorlie Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,108953525,2,2021/07/31 18:29:35+00,5e9de6a19a3a423da35f8aad29e3b221
122.8960118,-27.99457487,1977411774,node,9.375,clinic,,Cosmo Newberry Clinic,,,,,,,,,,,,,,,,,,,,,,,,13587556,1,2012/10/22 02:03:23+00,d8fe5bcdfc474d2985c32833478bb6a0
126.5796753,-26.13515861,1999551649,node,9.375,hospital,,Warburton Hospital,,,,,,,,,,,,,,,,,,,,,,,,13768842,1,2012/11/06 04:10:32+00,5cb9fe7848d044e897ca3b996ca3b4c9
127.6608964,-19.55656005,1998438549,node,9.375,hospital,,Billiluna Clinic,,,,,,,,,,,,,,,,,,,,,,,,121297443,2,2022/05/21 20:32:53+00,dd470297fe464fb8bcf64c1c74a98b2f
127.9827991,-20.14161346,1998048516,node,12.5,hospital,hospital,Balgo Clinic,,,,,,,,,,,,,,,,,,,,,,,,88446464,6,2020/07/24 08:49:31+00,01840919e519408584887ee575f210a9
128.2867996,-25.00295326,1999557125,node,9.375,hospital,,Warakurna Health Clinic,,,,,,,,,,,,,,,,,,,,,,,,13768923,1,2012/11/06 04:26:17+00,e20c1f5389924cdc81deccfb17ddf229
128.7334812,-15.77623497,1537822155,node,15.625,hospital,hospital,St John Ambulance Kununurra,,,,,,,,,,,,,no,,,,,,,,,,,123096867,5,2022/07/01 18:31:20+00,831ac44f01dd4b56af594f86b62c2b21
128.734316,-15.77565838,1537571749,node,12.5,hospital,,Kununurra District Hospital,,,,,,,,,,,,,yes,,,,,,,,,,,82660792,4,2020/03/26 12:02:33+00,732f50816d314199bff80b5224ea00ea
128.7359656,-15.77585627,3377010380,node,9.375,dentist,dentist,,,,,,,,,,,,,,,,,,,,,,,,,123096867,2,2022/07/01 18:31:20+00,fc4f9f8bf8d844ff8907c112d5c026b9
128.7401203,-15.77559258,5246383322,node,12.5,pharmacy,pharmacy,Amcal,,,,,,,,,,,,,,,,,,,,,,,,83816444,3,2020/04/20 10:53:57+00,3b948915c4c049fda3a215742aaf5aef
128.8887024,-31.67639993,2746955843,node,9.375,clinic,,Eucla Health Centre,,,,,,,,,,,,,,,,,,,,,,,,132854028,2,2023/02/21 21:14:51+00,9051282975864d879d98e6f2f3bbe870
129.0812042,-24.87364858,9134509009,node,18.75,clinic,clinic,Kaltukatjara Health Centre,Central Australia Health Service,,,government,,,,,,,,,,,,,,,,,,,,111902327,1,2021/09/30 07:41:36+00,c0d2b0e9e014473c95ddb1820143d3a8
129.3873931,-23.27550471,1999774149,node,18.75,clinic,clinic,Kintore Health Centre,Pintupi Homelands Health Service,,,community,,,,,,,,,,,,,,,,,,,,111048139,3,2021/09/11 04:24:23+00,8544a4693aeb4da48ed78959b6315fe8
129.5199445,-14.24126617,9153753654,node,9.375,clinic,clinic,,,,,,,,,,,,,,,,,,,,,,,,,112196496,1,2021/10/07 05:18:23+00,1dc80bf76eb842e4acc6e54e623e6e2f
129.6198914,-16.42742955,3297011364,node,18.75,clinic,clinic,Amanbidji Health Centre,Katherine West Health Board,,,community,,,,,,,,,,,,,,,,,,,,111050410,3,2021/09/11 06:52:57+00,b906dc690a7f448ba797d0d402fd6986
