,Indicator_Code,Indicator_Name,Indicator_URL,Year,Start_Year,End_Year,Region_Code,Region,Country_Code,Country,Dimension_Type,Dimension_Code,Dimension_Name,Numeric_Value,Value,Low,High
3448,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1992,1992,1992,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,305.0,305 [290-322],290.0,322.0
3451,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,144.0,144 [134-155],134.0,155.0
3454,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,116.02875,116.0,,
3458,CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2015,2015,2015,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,990.0,990 [968-1012],968.0,1012.0
3459,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.08977,0.1,,
3461,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-population%29-,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,0.0,0 [0-0],0.0,0.0
3465,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
3468,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
3469,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
3482,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-population%29-,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,0.0,0 [0-0],0.0,0.0
3484,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,413.55285,414,,
3486,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0,,
3492,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,84.85898,85,,
3495,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,9.62353,9.6,,
3501,CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2013,2013,2013,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,589.0,589 [574-606],574.0,606.0
3503,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
3506,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017,2017,2017,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.23111,0.2,,
3531,CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,1991,1991,1991,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,1141.0,1141 [1035-1183],1035.0,1183.0
3532,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016,2016,2016,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0,0,,
3533,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
3535,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2017,2017,2017,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,297.0,297 [285-309],285.0,309.0
3540,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,15.04527,15,,
3547,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
3549,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.31478,0.3,,
3555,CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2020,2020,2020,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,431.0,431 [417-445],417.0,445.0
3558,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.91389,0.9,,
3568,CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2007,2007,2007,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,131.0,131 [127-136],127.0,136.0
3569,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
3570,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
3583,CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2010,2010,2010,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,797.0,797 [778-817],778.0,817.0
3584,CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1980,1980,1980,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,1384.0,1384 [1353-1416],1353.0,1416.0
3586,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population%29,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,14.26105,14 [8-20],7.92674,19.75301
3589,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00707,0,,
3598,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2005,2005,2005,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,46422.99,46423 [38098-54027],38097.66,54026.94
3599,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,228.65753,228.7,,
3604,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01002,0,,
3606,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0,0,,
3609,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.18435,0.2,,
3612,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
3613,CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2021,2021,2021,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,502.0,502 [486-520],486.0,520.0
3621,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0,,
3622,CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2007,2007,2007,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,75.0,75 [71-78],71.0,78.0
3631,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,132.92008,133,,
3636,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
3641,CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2000,2000,2000,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,98.0,98 [94-102],94.0,102.0
3644,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0,0,,
3649,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00625,0,,
3655,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,143.324,143,,
3658,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2000,2000,2000,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,35245.13,35245 [29929-40612],29928.57,40611.55
3660,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.02259,0,,
3666,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.10194,0.1,,
3672,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,246.77575,247,,
3676,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2001,2001,2001,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,108.0,108 [101-115],101.0,115.0
3679,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
3682,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.17292,0.2,,
3691,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.62903,0.6,,
3692,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2003,2003,2003,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01456,0,,
3701,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
3702,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,37.50014,38,,
3704,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2013,2013,2013,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,21252.69,21253 [17543-25166],17542.91,25166.47
3707,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.47419,0.5,,
3709,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2018,2018,2018,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,451.0,451 [440-464],440.0,464.0
3712,CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1953,1953,1953,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,2037.0,2037 [1988-2087],1988.0,2087.0
3721,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
3726,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2018,2018,2018,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,42057.25,42057 [32376-51694],32376.02,51693.68
3727,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,1.44115,1.4,,
3734,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0,,
3738,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00696,0,,
3740,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0,,
3743,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-and-household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,1.28305,1 [0-3],0.25043,3.26072
3744,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,119.79899,119.8,,
3747,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,228.60208,228.6,,
3748,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1999,1999,1999,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,290.0,290 [275-305],275.0,305.0
3749,CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1980,1980,1980,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,2920.0,2920 [2864-2975],2864.0,2975.0
3751,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0,0,,
3752,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0,0,,
3754,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,49.75791,49.8,,
3757,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2014,2014,2014,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,19323.52,19324 [15533-22848],15532.84,22847.78
3760,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
3763,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,7.23364,7.2,,
3765,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.03149,0,,
3770,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2012,2012,2012,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,383.0,383 [369-397],369.0,397.0
3774,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2021,2021,2021,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,140.0,140 [127-155],127.0,155.0
3778,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2005,2005,2005,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,96.0,96 [88-103],88.0,103.0
3782,CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2013,2013,2013,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,124.0,124 [121-130],121.0,130.0
3794,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.06746,0.1,,
3796,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1991,1991,1991,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,828.0,828 [813-843],813.0,843.0
3802,CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2012,2012,2012,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,575.0,575 [560-591],560.0,591.0
3807,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
3808,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0,,
3809,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
3811,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
3812,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,10.3242,10,,
3816,CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,1976,1976,1976,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,2186.0,2186 [2019-2252],2019.0,2252.0
3821,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2006,2006,2006,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,22456.96,22457 [18802-26187],18801.79,26186.85
3832,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,343.75632,344,,
3834,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.59337,0.6,,
3836,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2004,2004,2004,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,16390.25,16390 [13711-18909],13711.34,18909.43
3837,CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,1996,1996,1996,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,924.0,924 [843-956],843.0,956.0
3838,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,20.65782,20.7,,
3842,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,15.67391,16,,
3844,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01934,0,,
